categorie;nom_recette;ingredients;preparation;nb_etape
entree;Les nems de ma grand mère (recette originale);"[""250 g de porc hâché (le filet mignon c'est vraiment bon) "", '1 oignon blanc  ', '1 carotte  ', '6 champignon parfumés chinois (pas des champignons noirs) ', ""1 poignée de vermicelles de riz (cheveux d'ange) "", '1 poignée de germes de soja  ', '3 oeuf  ', ""2 gousse d'ail  "", 'Galette de riz vietnamiennes (les grandes) ', '4 cuillère à soupe de nuoc mam  ', 'Poivre  ']"; Préparation de la farce : Faites tremper les champignons parfumés dans de l'eau froide pendant 1 h (l'odeur peut vous paraître un peu forte mais ils donnent un goût extra à la farce). Faites tremper les vermicelles dans de l'eau froide pendant 10 min. Mixez et mélangez le porc, l'oignon, la carotte, les champigons, les vermicelles, les germes de soja et les oeufs. Rajoutez un peu de poivre et le nuoc mam pour l'assaisonnement. Pour rouler les nems : Trempez une galette de riz dans l'eau et étalez-la sur un chiffon en coton. Laissez ramollir pendant 30 secondes. (si elle n'est pas assez molle, vous pouvez l'humidifier de quelques gouttes d'eau supplémentaires). Déposez une cuillère à soupe de farce sur un bord et rouler la galette. Secret de grand mère : il ne faut pas trop serrer le nem sinon il éclate lors de la cuisson). Gardez les nems, séparés les uns des autres, sur un chiffon car ils sont très collants à ce stade ! La cuisson : Faites frire à feu moyen jusqu'à ce qu'ils soient bien dorés. Vous pouvez ajouter deux gousses d'ail dans l'huile de friture, ça donne un parfum très doux aux nems. Et voila, le tour est joué ! Servez les nems avec des feuilles de salade, de menthe et de coriandre. On peux tremper les nems dans de la sauce pour nems : mélange de nuoc mam, d'eau, de jus de citron et de purée de piments.;8
entree;Bruschetta (Italie);"['8 tranche de pain de campagne un peu épaisses ', ""8 tomate de la variété 'Roma' (forme allongée) "", ""2 cuillère à soupe d'huile d'olive  "", 'Sel  ', ""1 gousse d'ail  ""]"; Découper les tomates en petits dés après avoir retiré la partie verte en haut, les mettre dans un petit saladier avec une bonne huile d'olive et du sel. Faire griller les tranches de pain de campagne, puis les frotter d'ail.  Disposer le mélange tomate/huile d'olive généreusement sur la tartine, à déguster aussitôt (tiède).;3
entree;Velouté de butternut à la cannelle;['1 butternut  ', '1 oignon  ', '1 cube de bouillon  ', '1 cuillère à soupe de crème fraîche  ', '1 pincée de cannelle  ']; Couper le butternut en gros cubes.  Couper grossièrement l'oignon. Faire revenir l'oignon et le butternut dans un fond de beurre. Remuer régulièrement (il ne faut pas que l'oignon roussisse). Une fois que les légumes sont bien revenus, émietter un cube de bouillon au-dessus.  Bien remuer pour laisser les légumes s'imprégner du bouillon.Recouvrir d'eau bouillante, juste au-dessus des légumes.Laisser cuire jusque que le butternut soit cuit (planter un couteau pour vérifier la cuisson). Mixer. Ajouter une ou deux cuillères de crème fraiche. Saler et poivrer. Ajouter un soupçon de cannelle. C'est prêt et c'est délicieux !;7
entree;Caviar d'aubergines;"['2 aubergine pelées ', ""2 gousse d'ail hachées "", ""50 g d'olives noires  "", '1 cuillère à soupe de paprika doux ', '1 cuillère à soupe de cumin  ', '1/2 cuillère de poivre  ', 'Sel  ', '1/2 cuillère de marjolaine  ', ""10 cl d'huile d'olive  ""]"; Cuire les aubergines à l'eau bouillante, avec 3 petites cuillères de sel, pendant 10-15 mn jusqu'à ce qu'elles soient tendres.  Les retirer, et les laisser égoutter et refroidir dans une passoire. Les hacher très finement jusqu'à ce qu'elles prennent une consistance crémeuse.  Chauffer l'huile dans une poêle et y faire revenir l'aubergine avec l'ail. Saler et poivrer, ajouter le paprika et la marjolaine.  Mélanger et faire réduire à feu doux, en remuant fréquemment avec une spatule de bois jusqu'à obtention d'une purée.  Verser dans un plat, arroser d'un peu d'huile d'olive, saupoudrez de cumin, garnir d'olives et servir.;5
entree;Tortilla facile (Espagne);['5 oeuf  ', '1/2 oignon  ', 'Pomme de terre (2 ou 3, de taille moyenne) ', 'Huile  ', 'Poivre  ', 'Sel  ', 'Herbes de Provence (facultatif) ']; Battez les oeufs en omelette dans un saladier en ajoutant le sel, le poivre et les herbes de provence. Coupez l'oignon en fines lamelles, les pommes de terre en carrés et réservez. Faites chauffer de l'huile dans une poêle, lorsque l'huile est chaude y faire cuire les pommes de terre à feu doux et les dorer en fin de cuisson (vérifier avec la pointe d'une fourchette) à feu moyen.  Ajoutez et faites rissoler les oignons. Verser les oeufs battus en omelette sur la poêle. Retournez l'omelette comme vous pouvez sur l'autre face (soit à l'aide d'une assiette, soit en la découpant en quatre morceaux et en les retournant avec une spatule)et cuisez-la. Cette omelette se déguste aussi bien chaude que froide.;7
entree;Blinis faciles maison;['1 yaourt bulgare ', '1 oeuf  ', '1 pot de yaourt de farine ', '1/2 sachet de levure chimique  ', '1 pincée de sel  ']; Mélanger tous les ingrédients ensemble puis laisser reposer la pâte pendant 1 heure au réfrigérateur.  Cuire dans un poêle à blinis ou sur une poêle antiadhésive.  Lorsqu'ils font des trous, les retourner. Servir de suite ou réchauffer avant de passer à table.;5
entree;Cake aux olives;"['250 g de farine  ', '4 oeuf  ', ""15 cl d'huile  "", 'Vin blanc sec  ', ""200 g d'olive verte dénoyautées "", '200 g de jambon coupé en dés ', '150 g de gruyère râpé  ', '1 sachet de levure  ', 'Poivre  ', 'Beurre pour le moule ']";" Préchauffer le four à Th 6 (180°C). Entretemps, mélanger la farine et les oeufs jusqu'à obtenir un mélange onctueux. Ajouter l'huile et l'équivalent d'1 verre de vin blanc sec. Egoutter les olives, les fariner légèrement et les incorporer à la pâte.  Ajouter le jambon, bien malaxer et verser le gruyère râpé et la levure; bien poivrer, mais ne pas saler à cause du jambon!  Beurrer un moule à cake, y verser la pâte jusqu'aux 2/3.  Enfourner le cake pendant 50 min à Th 6 (180°C).  Si le dessus du cake prend une teinte dorée trop rapidement, le couvrir d'une feuille de papier alu et le laisser cuire ainsi.";6
entree;Samoussa rapide au boeuf;"['5 feuille de brick  ', '250 g de boeuf haché  ', '1 carotte  ', '1 oignon  ', ""1 gousse d'ail  "", '2 cuillère à café de curry  ', '1 cuillère à café de gingembre en poudre ', '5 cuillère à soupe de sauce soja (sucrée de préférence) ', ""1 jaune d'oeuf  "", ""Huile d'olive  "", 'Huile de friture  ']"; Dans une poêle à feu vif, faire revenir l'oignon, l'ail et la carotte hachés dans de l'huile d'olive. Ajouter la viande de bœuf et laisser dorer un peu. Assaisonner avec le curry, le gingembre puis ajouter la sauce soja. Bien mélanger et laisser cuire à feu doux 2 à 3 min. Répartir la farce dans les feuilles de brick (2 samoussas par feuille) et procéder au pliage (souvent expliqué sur les paquets de feuilles de brick).  Coller le dernier revers avec un jaune d'œuf. Faire cuire dans un peu d'huile 2 min de chaque côté.  En fin de cuisson, déposer les samoussas sur une assiette avec du papier absorbant afin de retirer l'excès d'huile de cuisson.;8
entree;Soupe à l'oignon;"['4 oignon  ', '50 g de beurre  ', ""1 cuillère à soupe d'huile  "", '1 cuillère à soupe de farine  ', '25 cl de vin blanc  ', ""1 l d'eau  "", '6 tranche de pain de mie  ', '100 g de comté râpé ', 'Sel  ', 'Poivre  ']"; Pelez et émincez les oignons. Faites-les revenir dans le mélange beurre et huile jusqu'à ce qu'ils soient tendres et légèrement dorés. Saupoudrez le mélange de farine, mouillez d'eau chaude et de vin blanc et assaisonnez. Couvrez et laissez bouillonner doucement pendant 20 minutes. Faites grillez le pain. Disposez chaque tranche dans le fond de 4 petits bols individuels supportant le passage au four. Saupoudrez d'un peu de fromage râpé. Versez la soupe par-dessus. Saupoudrez à nouveau de fromage et faites gratiner.;8
entree;Cake au thon;"['200 g de thon nature en boîte ', '100 g de gruyère  ', '100 g de farine  ', '1/2 sachet de levure  ', '3 oeuf  ', '8 cl de lait  ', ""10 cl d'huile  "", 'Poivre  ']"; Mélanger tous les ingrédients en intégrant le thon et le gruyère en dernier. Mettre dans un moule à cake beurré et fariné. Faire cuire 40/45 mn au four thermostat 6-7.;3
entree;Oeufs mimosa;"[""4 oeuf (suivant l'appétit) "", '1 petit bol de mayonnaise  ', 'feuille de laitue  ', 'Persil haché ', 'Olives noires pour décorer les oeufs (facultatif) ', ""1 jaune d'oeuf  "", '1 cuillère à café de moutarde  ', ""1/4 l d'huile  "", 'Jus de citron (facultatif) ', 'Poivre  ', 'Sel  ']"; Faire cuire les oeufs 10 mn dans l'eau bouillante, puis les mettre dans l'eau froide pour arrêter la cuisson. Monter une mayonnaise avec 1 jaune d'oeuf, 1 cuillère à café de moutarde, 1/4 l d'huile et du jus de citron (facultatif), ou utiliser une mayonnaise prête vendue dans le commerce. Le jus de citron s'ajoute au dernier moment. Ecaler les oeufs, les couper dans le sens de la longueur, puis Séparer les blancs des jaunes. Dans une assiette creuse, émietter les jaunes à la fourchette, mélanger la moitié de ces jaunes émiettés avec la mayonnaise et réserver le reste.  Remplir les demi-blancs de cette préparation, puis saupoudrer chaque demi-oeuf du reste de jaunes émiettés (ce qui fait le mimosa !!).  Disposer les oeufs sur des feuilles de laitue, mettre sur chaque oeuf un peu de persil et une olive noire. Servir frais.;6
entree;Quiche aux poireaux ;['1 pâte brisée ou feuilletée ', '250 g de poireau  ', '25 cl de crème fraîche  ', '20 cl de lait  ', '4 oeuf  ', '50 g de beurre  ', 'Muscade  ', 'Chapelure  ', 'Poivre  ', 'Sel  ']; Lavez et coupez les blancs de poireaux en tronçons. Faites-les cuire dans une sauteuse couverte avec le beurre  et un peu d'eau environ 20 minutes. Une fois cuits, travaillez-les en purée à la fourchette. Etalez la pâte dans un moule, piquez-la à la fourchette. Saupoudrez de chapelure et étalez la purée de poireaux. Battez les oeufs avec la crème et le lait, sel, poivre et une pincée de muscade. Versez sur les poireaux et saupoudrez de chapelure. Faites cuire 40 min au four préchauffé à 220°C (thermostat 7-8).;9
entree;Soupe aux 7 légumes;['1 poireau  ', '6 carotte  ', '1 navet  ', '1 branche de céleri  ', '2 pomme de terre  ', '2 tomate  ', '1 courgette  ', '1 oignon  ', '1 bouillon cube ', '10 cl de crème fraîche  ', 'Beurre  ']; Peler, laver et couper les légumes en petits morceaux. Faire revenir le poireau dans le beurre 10 minutes environ. Dans une autre marmite, mettre les autres légumes et les recouvrir d'eau.Ajouter la moitié du bouillon cube et faire cuire 30 minutes ou 10 minutes à l'autocuiseur. Recouvrir le poireau d'eau et y ajouter le reste du bouillon cube. Faire cuire 20 minutes environ. Lorsque les légumes (carottes, navet, tomates... mais pas le poireau !) sont cuits, les mixer et assaisonner à votre goût. Ajouter la crème fraiche et le poireau non mixé.  Mélanger le tout et déguster. Bon appétit.;7
entree;Rouleaux de printemps;['6 galette de riz  ', '300 g de vermicelles de riz  ', '50 g de crevette  ', '50 g de porc coupés en morceaux ', '6 feuille de salade  ', '6 feuille de menthe  ']; Plongez les galettes de riz dans de l' eau chaude pendant quelques secondes pour qu'elles deviennent molles puis laissez légèrement égoutter. Cuire le porc et les crevettes dans de l'eau chaude.  Etalez la galette de riz sur une table de travail. Commencez par mettre une feuille de salade et quelques feuilles de menthe.  Mettez ensuite les vermicelles de riz.  Puis le porc.  Enroulez le rouleau et au dernier tour mettez 3 crevettes préalablement coupées en 2 .;7
entree;saumon en papillote;['4 morceau de saumon (même congelés) ', '1 tomate  ', '1 oignon  ', '1 poireau  ', '1 carotte  ', 'Poivre  ', 'Sel  ', 'Vin blanc  ', 'Persil  ']; Placez tout d'abord le saumon dans la feuille d'aluminium. Salez et poivrez. Coupez la carotte et le poireau en petits morceaux, ou râpez-les si vous préférez, et entourez le saumon de ces 2 ingrédients. Ajoutez-en aussi sur le saumon. Hachez le persil et faites comme précédemment. Coupez une rondelle de tomate et d'oignon et placez-les sur le saumon. Versez une cuillère à soupe de vin blanc par dessus, ou une cuillère de jus de citron si vous préférez.  Enveloppez le saumon et mettez-le au four jusqu'à ce que la feuille d'aluminium soit enflée, environ 20-30 min. Bon appétit!;8
entree;Pissaladière;"['400 g de pâte à pain du boulanger ', ""1 kg d'oignon  "", ""300 g d'anchois à l'huile "", '15 olives noires  ', '2 grosse cuillère à soupe de sucre en poudre  ', 'Herbes de Provence  ', 'Poivre  ', ""Huile d'olive  ""]"; Dans une grande poêle profonde faire chauffer 5 cuillères à soupe d'huile d'olive.  Couper les oignons en rondelles.  Une fois que l'huile est chaude vous pouvez mettre les oignons dans la poêle, ajoutez du poivre, les herbes de Provence et le sucre en poudre. Il ne faut surtout pas mettre de sel car il y aura les anchois. Le sucre est indispensable pour enlever l'acidité de l'oignon.  Faites revenir les oignons jusqu'à que leur couleur soit légèrement jaune. Il ne faut pas qu'ils reviennent de trop car ils vont encore cuire dans le four.  Le secret de la Pissaladière est là. Il faut garder quelques filets d'anchois et mettre le reste dans la poêle avec les oignons. Les anchois vont fondre à la chaleur et se mélanger aux oignons. Si vous pouvez ajouter une cuillère à soupe de l'huile des anchois dans la préparation ce sera meilleur.  Vous pouvez étaler la pâte à pain sur une plaque de four huilée à l'huile d'olive.  Versez votre préparation sur la pâte et mettez des anchois et des olives pour la décoration.  Préchauffez votre four à 220°C et mettre ensuite la pissaladière.  Pour le temps de cuisson dès que la pâte à pain est cuite (voir aux bords de la pâte) vous pouvez sortir votre pissaladière.  Il faut laisser la pissaladière refroidir car elle se déguste froide.  Vous pouvez l'accompagner d'une salade frisée et d'un Bandol rosé c'est excellent.;11
entree;Tarte à l'ail des ours;"['120 g de farine  ', '60 g de beurre  ', '1 pincée de sel  ', ""1 cuillère à soupe d'huile  "", ""10 cl d'eau  "", ""1 botte d'ail des ours "", '1 oeuf  ', '150 g de gruyère râpé  ', '25 cl de crème liquide  ', 'Poivre  ', 'Sel  ', 'Muscade  ']"; Pâte brisée : Réduire en semoule dans une terrine, la farine, le beurre et le sel. Former une fontaine, puis ajouer l'eau au centre. Mélanger, former la pâte et laisser reposer au frais au moins 15 min. Farce :Laver l'ail des ours, et le couper finement. Mélanger dans un bol : l'oeuf, la crème, le gruyère et y ajouter l'ail des ours. Assaisonner de sel, poivre et noix de muscade. Abaisser la pâte, foncer la plaque, et couper ce qui dépasse. Garnir la pâte de la farce d'ail des ours et la glisser au four, à 180°C (th 6-7).;9
entree;Salade de concombre au chèvre et olives;['1 concombre  ', 'Olive verte dénoyautées : plus ou moins en fonction du goût ', '1 bûche de chèvre (ou moins, selon votre goût) ', 'Vinaigrette  ', 'Basilic  ']; Peler et couper le concombre en rondelles et le faire dégorger.  Couper le chêvre en petits morceaux.  Un fois que le concombre à dégorgé, mélanger dans un saladier le concombre, les morceaux de fromage de chèvre, les olives dénoyautées, le basilic et la vinaigrette. Mettre au frais en attendant de passer à table.;4
entree;Tzatziki (Grèce);"['1 concombre  ', ""1 gousse d'ail  "", '1 bouquet de menthe et coriandre frais ', ""4 cuillère à soupe d'huile d'olive  "", '1 yaourt grec au lait de brebis ', 'Poivre  ', 'Sel  ']"; Râper le concombre et le faire dégorger 15 min. Le mettre dans un saladier, ajouter l'ail écrasé, la menthe et le coriandre finement hachés, mettre le yaourt, l'huile, le sel et le poivre, remuer et mettre au frais. Le servir très frais avec du pain grec en apéritif, ou tel quel en entrée.;3
entree;Salade Niçoise : l'authentique Niçoise;"['4 tomate rondes assez fermes ', '4 oeuf  ', '2 cébettes (ou petits oignons) ', '8 févette (petites fèves) ', '1 poivron vert  ', '200 g de thon au naturel ', ""4 filet d'anchois au sel "", 'Olives noires de Nice (si possible) ', 'feuille de basilic  ', '8 radis  ', 'Vinaigre de vin rouge ', ""Huile d'olive  "", 'Poivre  ', 'Sel  ']"; Pour réaliser la salade niçoise, il suffit de rassembler tous les ingrédients, puis de procéder de la manière suivante... Faire durcir les oeufs (6 à 8 minutes après ébullition de l'eau), puis les faire bien refroidir à l'eau froide. Hacher les cébettes et les disposer au fond du plat. Ajouter les févettes, le poivron vert finement coupé, les radis coupés en rondelles et le thon bien égouté et émietté. Mélanger grossièrement tous ces ingrédients avec du sel et du poivre. Couper les tomates en fines rondelles et les ajouter. Couper les oeufs durs en quartiers et les disposer sur le dessus et ajouter les filets d'anchois, les olives noires et le basilic finement ciselé. Enfin, saupoudrer de sel et de poivre, puis arroser d'huile d'olive et de vinaigre de vin. Mettre au frais 1 heure et bien mélanger la salade juste avant de la servir.;7
entree;Ceviche (Mexique);"['500 g de poisson (espadon, cabillaud, loup...) ', '5 tomate  ', '4 citron jaunes ou 8 verts ', '1/2 oignon  ', '1/4 tasse de coriandre ciselée (12 g environ)) ', ""3 cuillère à soupe d'huile d'olive  "", 'Olives coupées en petits morceaux ', '1 avocat  ', ""1 pincée d'origan  "", '1 pincée de sel  ']";" Couper en carrés le poisson ajouter le jus des 4 citrons  et les laisser mariner dans un récipient couvert, au frigo, pendant au moins 6 h (c'est comme ça que le poisson ""cuit""). Une fois ce délai passé, égoutter le poisson. Hachez l'oignon  Couper les tomates en deux, les épépiner et les découper en petits carrés. Ajouter au poisson 2 citrons, l'huile d'olive, les olives découpées, l'origan et le sel. Mélanger tous les ingrédients et ajouter la coriandre (ou servir les tomates sur le poisson). Servir dans des coupes, en ajoutant l'avocat.";8
entree;Soupe de cresson;"['1 botte de cresson  ', '3 pomme de terre moyennes ', '1 échalote  ', '1 belle branche de thym  ', '1 cuillère à soupe de beurre  ', '1 bouillon  ', ""1 l d'eau (ou plus selon la quantité de cresson) ""]"; Laver, nettoyer le cresson pour enlever les trop grosses tiges.  Eplucher les pommes de terre, et les détailler en cubes. Dans une grande casserole, mettre le beurre à chauffer. Lorsqu'il commence à grésiller (sans brûler), ajouter le cresson, les pommes de terre, l'échalote hachée grossièrement et le thym.  Laisser le cresson ramollir et ajouter l'eau et le bouillon cube. Il faut que l'eau recouvre les légumes d'au moins 2 doigts. Arrêter la cuisson, lorsque les pommes de terre sont très tendres et s'écrasent avec une cuillère en bois. Une fois la préparation tiédie, enlever et garder un peu de bouillon. Mixer les légumes et rajouter le bouillon mis de côté, pour obtenir la consistance désirée.;6
entree;Cake salé au jambon et aux olives;"['150 g de farine  ', '200 g de jambon  ', ""150 g d'olive verte dénoyautées "", '75 g de gruyère râpé  ', '4 oeuf  ', '10 cl de lait  ', '1 sachet de levure chimique  ', ""1 cuillère à soupe d'huile  ""]"; Préchauffer le four à 180°C (thermostat 6). Couper les olives en rondelles et le jambon en morceaux. Verser les oeufs dans la farine et mélanger.  Ajouter le lait et l'huile puis mélanger.  Ajouter le jambon, les olives et le gruyère puis mélanger.  Ajouter la levure et, pour ne pas changer, mélanger. Mettre le tout dans un plat à cake au préalable beurré et placer au four 45 min.;7
