categorie;nom_recette;ingredients;preparation;nb_etape
plat;Pot-au-feu;"['500 g de viande de boeuf grasse ', '500 g de viande de boeuf maigre ', '500 g de viande de boeuf gélatineuse ', '1 os à moelle  ', '4 poireau  ', '4 carotte  ', '1 branche de céleri  ', '2 oignon  ', ""1 gousse d'ail  "", '1 bouquet garni (persil, thym, laurier) ', '2 clou de girofle  ', 'Gros sel  ', 'Poivre noir en grains ']"; Ficelez les morceaux de viande pour qu'ils se maintiennent en forme pendant la cuisson et, s'il y en a, coupez la queue de boeuf en tronçons.  Épluchez les carottes, les poireaux et la branche de céleri, puis lavez-les.  Piquez un oignon avec les clous de girofle et faites dorer le second, à sec, au four : il colorera le bouillon (pour colorer le bouillon, ajouter 1/2 cuillerée à café d’arôme Patrelle).  Mettez dans un faitout tous les morceaux de viande et l’os à moelle, préalablement enveloppé dans une mousseline pour éviter que la moelle ne se répande. Mouillez avec 5 litres d'eau froide.  Salez au gros sel. Portez à ébullition et laissez bouillir, en ayant soin d'écumer souvent, jusqu'à ce qu'il ne se forme plus d'écume.  Ajoutez-y les oignons, les carottes, les poireaux (liés en botte), le céleri branche, l’ail et le bouquet garni, préalablement ficelé. Ajoutez 12 grains de poivre.  Portez de nouveau à ébullition, puis laissez cuire, à couvert (la vapeur doit pouvoir s'échapper sur le côté), sur feu très doux, pendant au moins 4 heures.  Dégraisser en cours de cuisson avec une petite louche.  Le bouillon du pot-au-feu se consomme chaud ou tiède, en précédant les viandes et les légumes ou seul. Il peut aussi être la base de divers potages.  Quant aux morceaux de viande et aux légumes, retirez-les du bouillon et dressez-les dans un plat chaud. Servez-les aussitôt, avec des cornichons, du gros sel et de la moutarde forte.;10
plat;Chili con carne;"['2 oignon  ', ""3 gousse d'ail  "", '1 poivron  ', '1 boîte de tomate au naturel pelées ', ""750 g d'haricots rouges (poids égoutté) "", '1 kg de boeuf haché (je préfère mais pour les puristes le boeuf coupé en morceaux est possible) ', '50 cl de bouillon kub ', ""4 cuillère à soupe d'olives  "", '1 cuillère à café de cumin  ', ""1 cuillère à café d'origan séché "", 'Tabasco  ', ""2 cuillère à café de piment d'Espelette  "", '1/2 cuillère à café de piment de Cayenne  ', 'Sel  ']"; 1) Hacher ails et oignons et les faire revenir dans l'huile d'olive dans une grande cocotte (prévoir l'équivalent de la cocotte Seb 4,5 l) pendant 10 mn ensuite ajouter la viande et remuer pendant 5-6 mn.  2) Ajouter le cumin, l'origan, les piments et le Tabasco (plus ou moins selon votre goût). Saler, remuer consciencieusement et mettez sur feux doux. Mouiller avec le bouillon, ajouter tomates et poivron coupé en dés et laisser mijoter pendant 1 heure.  3) Ajouter les haricots égouttés et laisser cuire encore une heure.;3
plat;Hachis Parmentier;"['400 g de viande hachée ', '300 g de purée  ', '2 oignon  ', ""2 gousse d'ail  "", '2 tomate  ', '1 cuillère à soupe de farine  ', ""1 pincée d'herbes de Provence  "", ""1 jaune d'oeuf  "", '30 g de parmesan  ', '30 g de beurre  ', '50 g de fromage râpé  ', 'Sel  ', 'Poivre  ']"; Hacher l'oignon et l'ail.Les faire revenir dans le beurre jusqu'à ce qu'ils soient tendres. Ajouter les tomates coupées en dés, la viande hachée, la farine, du sel, du poivre et les herbes de Provence.  Quand tout est cuit, couper le feu et ajouter le jaune d'oeuf et un peu de parmesan. Bien mélanger. Préchauffer le four à 200°C (thermostat 6-7). Etaler au fond du plat à gratin. Préparer la purée. L'étaler au dessus de la viande. Saupoudrer de fromage râpé et faire gratiner.;4
plat;Vraie paëlla espagnole;"['1 kg de riz long grain ', '1 kg de poulet  ', '500 g de côte de porc avec os coupées en morceaux ', '1 kg de moules lavées à plusieurs eaux et grattées en enlevant les barbes ', '1 kg de calamar coupées en gros carrés ', '12 langoustine ou gambas ', ""35 cl d'huile d'olive  "", '2 oignon doux coupés en lamelles ', ""4 gousse d'ail écrasées en ayant pris soin d'enlever le germe central "", '6 tomate bien mûres ébouillantées et pelées ', '2 poivron (1 rouge et 1 vert) lavés, épépinés et coupés en lanières ', '1 chorizo doux ', 'Petit pois ou haricots verts ou artichauts (facultatif) ', ""2 sachet d'épices à paella  "", 'Sel  ', 'Poivre  ']"; Préparer une grande casserole d'eau bouillante avec 1 cuillère à soupe de sel, du poivre mouliné et 2 sachets d'épices safranés pour paëlla qui vous servira de bouillon. Dans la Paëllera (grand poêle large et épaisse spéciale pour faire la paëlla), verser l'huile d'olive froide et mettre les calamars, laisser les revenir puis ajouter les viandes et le chorizo coupé en rondelles en enlevant la peau quand l'huile est bien chaude. Dès que les viandes sont dorées, y mettre les oignons et l'ail pressés ainsi que les lanières de poivron. Quand le tout a pris de la couleur, ajouter les moules et les langoustines (ou gambas). Laisser les moules s'ouvrir et les gambas rougir. Ajouter alors les tomates en morceaux et mélanger quand tout est bien revenu. Ajouter le riz en pluie en le répartissant régulièrement dans le plat puis recouvrir avec le bouillon très chaud. Laisser cuire le riz 25 à 30 min environ et ne plus mélanger. Goûter et s'il manque du liquide, ajouter du bouillon pour que le riz l'absorbe bien et continue sa cuisson. Ajouter éventuellement des petits pois ou des haricots verts ou des artichauts, blanchis pour chacun d'eux. Décorer le plat en arrangeant les gambas ou langoustines plantées dans le riz ainsi que les moules. Couper quelques citrons et les mettre autour du plat.Voilà c'est prêt, Buen provecho !;11
plat;Poulet rôti et ses pommes de terre;"[""1 poulet à rôtir d'environ 1,2 kg "", '50 g de beurre  ', 'Herbes de Provence  ', 'Sel  ', 'Poivre  ', '20 pomme de terre  ']"; Cette recette est extrêmement simple.  Il vous suffit de mettre le poulet dans un plat à four.  Pendant ce temps-là, préchauffer le four à 210-240°C (thermostat 7-8). Prenez le beurre et découpez-le en morceaux pour le mettre sur le poulet un peu partout.  Salez, poivrez et herbez la bête... Ensuite, attaquez-vous au patates... Il faut les éplucher et puis les faire tremper dans l'eau pour les rincer et les essuyer. Il faut après les découper. Alors, là, c'est comme vous le sentez... faites de jolies formes si vous le voulez, moi, je fais simplement des carrés.  En fait, je prends la pomme de terre, la découpe en longueur, la tourne, et puis après la découpe dans l'autre longueur et puis je la tourne dans l'autre sens pour la découper en largeur... et ça, ça fait des sortes de carrés. Et je mets toutes les pommes de terres dans le plat autour du poulet. Les sale.  Et puis direction le four après avoir arrosé le tout d'un demi-verre d'eau.  Je laisse cuire 1h15... plus ou moins en fonction du poulet et des pommes de terre.  Je le tourne régulièrement pendant la cuisson, sur chaque face... Et puis s'il le faut je réarrose d'eau... comme ça, les pommes de terre baignent dans le jus. Une fois que c'est prêt et bien il suffit de servir !;14
plat;La Vraie Moussaka Grecque;"['2 aubergine  ', '6 pomme de terre  ', '500 g de boeuf haché  ', '5 tomate (+/- une demie brique de coulis de tomate) ', '1 oignon  ', ""Huile d'olive (je la prends au basilic) "", '30 g de beurre  ', '1 petite cuillère de cannelle  ', '1 cuillère à soupe de miel  ', 'Muscade  ', 'Poivre  ', 'Sel  ', '20 g de beurre  ', '3 cuillère à soupe de farine  ', '35 cl de lait  ']"; Préparation de la sauce tomate.Emincer les oignons et les faire blondir dans une petite casserole. Ajouter les tomates coupées en gros dés et 2 bonnes cuillères à soupe d'huile d'olive, la cannelle, le miel, saler et poivrer. Laisser réduire le tout 25 minutes (ou plus, jusqu'à arriver à la préparation de la viande) à feu moyen.On doit obtenir une sauce, que l'on peut homogénéiser avec du coulis de tomate tout prêt. Préparation des aubergines. Découper les aubergines en rondelles (sans les peler), saler généreusement, et les laisser dégorger le temps de l'étape suivante.Conseil pour faire dégorger les aubergines : dans un plat, alterner une couche de tranches d'aubergine salées et une couche de papier absorbant ou les laisser dans une passoire. Préparation des pommes de terre. Eplucher et découper les pommes de terres en fines rondelles. Disposer les rondelles de pommes de terre au fond d'un plat à gratin assez haut, huilé.Arroser les pommes de terres d'un peu (3 cuillères à soupe) du jus rendu par les tomates qui mijotent. Passer le plat de pommes de terre sous le grill 5 à 15 min selon votre four, pour qu'elles dorent. Maintenant qu'elles ont dégorgé, passer les rondelles d'aubergine à la poêle à feu fort pour les faire griller un peu de chaque côté, réserver. Préparation de la viande. Dans un faitout, faire revenir la viande hachée au beurre à feu assez fort, saler, poivrer et retirer l'eau rendue par la viande. Ajouter la sauce tomate-oignons et baisser le feu (très doux). Sortir le plat de pommes de terres du four et le préchauffer le four à 200°C (thermostat 6-7). Préparation de la béchamel. Dans une petite casserole sur feu doux, faire blondir les 20 g de beurre, ajouter la farine et mélanger pour obtenir un appareil homogène. Incorporer petit à petit le lait en n'arrêtant jamais de remuer, ça peut prendre 10 bonnes minutes, on doit obtenir une sauce assez épaisse. Saler, poivrer et râper un peu de noix de muscade (c'est fort, il faut en mettre peu). Montage de la moussaka.Par dessus la couche de pommes de terre, étaler la moitié de la viande hachée avec la tomate, puis la moitié des aubergines, puis l'autre moitié de viande, puis l'autre moitié des aubergines, un filet d'huile d'olive et terminer par la béchamel. Enfourner le tout dans le four à 200°C (thermostat 6-7) et laisser cuire 1h (la béchamel doit croustiller et être dorée).;15
plat;Poulet basquaise;"['1 poulet coupé en 6 morceaux ', '1 kg de tomate  ', '700 g de poivron (verts et rouges) ', '3 oignon émincés ', ""3 gousse d'ail  "", '20 cl de vin blanc  ', '1 bouquet garni  ', ""6 cuillère à soupe d'huile d'olive  "", 'Sel  ', 'Poivre  ']"; Hacher l'oignon et l'ail. Couper les tomates en morceaux et détailler les poivrons en lanières. Faire chauffer 4 cuillères à soupe d'huile dans une cocotte. Y faire dorer les oignons, l'ail et les poivron. Laisser cuire 5 min. Ajouter les tomates à la cocotte, saler, poivrer. Couvrir et laisser mijoter 20 min. Dans une sauteuse, faire dorer dans l'huile d'olive les morceaux de poulet salés et poivrés.  Lorsqu'ils sont dorés, les ajouter aux légumes, couvrir, ajouter le bouquet garni et le vin blanc et c'est parti pour 35 min de cuisson.;5
plat;Osso bucco de veau;"[""4 tranche de jarret de veau d'environ 200 g chacune "", ""10 cl d'huile  "", ""3 gousse d'ail  "", '1 boîte de 400 g de tomates concassées  ', '200 g de carotte  ', ""100 g d'oignon (environ 2) "", '20 cl de vin blanc sec  ', '1 bouquet garni  ', 'Farine  ', 'Poivre  ', 'Sel  ']"; Fariner la viande, tapoter pour retirer l'excédent. Les faire dorer sur toutes les faces dans une cocotte-minute avec un fond d'huile. Peler et couper les carottes en rondelles épaisses, émincer les oignons, hacher l'ail. Les ajouter dans la cocotte, ainsi que les tomates et le vin blanc. Saler, poivrer, ajouter le bouquet garni et fermer la cocotte. Laisser cuire 45 min à partir de la mise en rotation de la soupape, à feu doux.;3
plat;Magrets de canard au miel;"['2 Magret de canard gras ', ""3 cuillère à soupe de miel 'mille fleurs' ou autre "", '3 cuillère à café de vinaigre balsamique  ', 'Sel  ']"; Inciser les magrets côté peau en quadrillage sans couper la viande. Cuire les magrets à feu vif dans une cocotte en fonte, en commençant par le coté peau. Le temps de cuisson dépend du fait qu'on aime la viande plus ou moins saignante. Compter environ 5 min de chaque côté. Retirer régulièrement la graisse en cours de cuisson. Réserver les magrets au chaud (au four, couverts par une feuille d'aluminium). Déglacer la cocotte avec le miel et le vinaigre balsamique. Ne pas faire bouillir, la préparation tournerait au caramel. Bien poivrer. Mettre en saucière accompagnant le magret coupé en tranches. Comme accompagnement, je suggère des petits navets glacés (cuits à l'eau puis passés au beurre avec un peu de sucre).;7
plat;Pomme de terre au four;['500 g de pomme de terre  ']; Eplucher les pommes de terre, ou laisser la peau si elle est fine. Les couper dans le sens de la longueur et les placer sur une plaque au four, face bombée contre la plaque. Saler et laisser cuire à four chaud jusqu'à ce que le dessus soit bien doré. Servir chaud accompagnées de salade verte et de toutes sortes de fromages (du kiri pour les enfants en allant jusqu'au maroilles...). C'est délicieux, économique et sans graisse. Délicieux avec de la cancoillotte !;4
plat;Fondue Savoyarde;"['400 g de comté  ', '400 g de beaufort  ', ""200 g d'emmental  "", '30 cl de vin blanc sec  ', '1 cuillère à café de muscade  ', '1 cuillère à café de maïzena  ', '1 verre de liqueur de kirsch ', ""1 gousse d'ail  "", '1 pincée de poivre  ', '1 oeuf (jaune) ']"; Coupez les 3 fromages en petits dés. Frottez le caquelon avec la gousse d'ail et laissez-la dedans.  Versez 25 cl de vin blanc et faites chauffer.  Dans un petit récipient, versez le vin blanc restant (5 cl), la Maïzena et la noix de muscade. Remuez et réservez. Lorsque le vin 'frétille', versez le fromage (en plusieurs fois) sans cesser de remuer (avec une spatule en bois) sur feu doux/moyen.  Lorsque le fromage est bien fondu, versez le verre vin/Maïzena/muscade et continuez de remuer doucement.  La préparation commence à être onctueuse et mousseuse, toujours un peu liquide. Poivrez et versez le kirsch. C'est prêt à servir! Le jaune d'oeuf est à mettre dans le caquelon lorsqu'il ne reste plus de liquide, afin d erécupérer le reste du fromage au fond.;8
plat;Tomates farcies facile;"['500 g de chair à saucisse  ', '4 tomate (ou 8 petites) ', '3 oignon  ', ""2 gousse d'ail  "", 'Thym  ', 'Persil  ', 'Beurre  ', 'Poivre  ', 'Sel  ']"; Eplucher et hacher les oignons. Eplucher et hacher les gousses d'ail. Mettre la moitié des oignons dans la chair à saucisse. Ajouter l'ail, le sel, le poivre et un peu de persil. Couper le haut des tomates et les évider. Poivrer et saler l'intérieur. Mettre la farce à l'intérieur et remettre les chapeaux. Mettre le reste des oignons dans un plat avec la chair des tomates. Mettre les tomates farcies dans le plat. Parsemez d'un peu de thym et mette une noisette de beurre sur chaque tomates. Faire cuire au four chaud à 180°C (thermostat 6) pendant 1 heure environ. Servir avec du riz.;6
plat;"Pâtes à la ""carbonara"" à la française";"['500 g de pâtes  ', '50 cl de crème fraîche  ', ""3 jaune d'oeuf  "", '1 pincée de sel  ', 'Poivre  ', '250 g de lardons ""selon préférence"" ', '1 oignon  ']"; Cuire les pâtes dans un grand volume d'eau bouillante salée. Emincer les oignons et les faire revenir à la poêle. Dès qu'ils ont bien dorés, y ajouter les lardons. Préparer dans un saladier la crème fraîche, les oeufs, le sel, le poivre et mélanger. Retirer les lardons du feu dès qu'ils sont dorés et les ajouter à la crème. Une fois les pâtes cuite al dente, les égoutter et y incorporer la crème. Remettre sur le feu si le plat a refroidi. Servir et bon appétit !Vous pouvez également agrémenter votre plat avec des champignons.;6
plat;tarte au poireaux;['1 pâte à tarte briséé ', '3 poireau  ', '200 g de crème fraîche  ', '4 oeuf  ', 'Muscade  ', 'Poivre  ', 'Sel  ']; Faire cuire les poireaux à la vapeur coupé en dés.  Mélanger la crème fraîche, les oeufs, le sel, le poivre, la noix de muscade râpée. Etaler la pâte à tarte. Mettre les poireaux puis verser par-dessus la préparation.  Mettre au four 30 mn à 220°C.;3
plat;Courgette farcie;"['1 courgette  ', '1 oignon  ', '2 ail  ', '250 g de boeuf haché  ', '480 g de tomate pelée  ', ""1 filet d'huile d'olive  "", ""1 cuillère à café d'herbes de Provence  "", '2 carré de sucre  ', '1 cube de bouillon de poule ', '1 pincée de sel  ', '1 pincée de poivre  ', '3 pincée de gruyère râpé  ']"; Laver la courgette, en couper les extrémités, puis la couper en deux dans le sens de la longueur.  Enlever les pépins du centre avec une cuillère, puis creuser la courgette. Récupérer la chair, la détailler en cubes. Faire revenir la chair quelques instants dans une poele avec un peu d'huile d'olive, saler, poivrer.  Dans une casserole, faire fondre l'oignon haché. Lorsqu'il est blond, ajouter le haché de bœuf, le laisser cuire (à couvert) en remuant souvent pour bien défaire la viande.  Ajouter la boite de tomates pelées, couper grossièrement les tomates avec un couteau dans la casserole, ajouter 2 morceaux de sucre, une poignée d'herbes de Provence, le cube de bouillon de poule et l'ail pressé.  Laisser mijoter le tout environ 15 min, saler, poivrer. La sauce doit être épaisse.  Ajouter les dés de courgettes. Beurrer un plat allant au four, y déposer les courgettes côte à côte, les remplir de la préparation viande + cubes de courgettes. Parsemer de gruyère râpé, mettre au four moyen pendant 30 min.;8
